#PPL;Cedula;Nombres;Edad(Anios);Pena(anios);Fecha(Ingreso)(d/m/a);Fecha(Salida)(d/m/a);Anios Restantes (pena);Pabellon;Celda;Clasificacion;Visitas semanales(Horas);Delito
PPL 208;7634524180;Michael Paulo Paredes Sanchez;22;5;20/01/2024;20/01/2029;5;2(B);B38;Medio;2;Fraude
PPL 209;4635496265;Pedro Diego Paredes Sanchez;41;25;18/10/2002;18/10/2027;3;2(B);B39;Medio;2;Evasion
PPL 210;8730593385;Fabian Paulo Paredes Hidalgo;41;24;23/04/2002;23/04/2026;2;2(B);B40;Medio;2;Evasion
PPL 211;5953661866;Roberto Sergio Torres Espinosa;57;40;22/08/1986;22/08/2026;2;2(B);B41;Medio;2;Hurto
PPL 212;5669657048;Dario Angel Gonzales Sanchez;37;18;02/08/2009;02/08/2027;3;2(B);B42;Medio;2;Fraude
PPL 213;5452550513;Michael Pablo Cevallos Reyes;61;47;28/07/1982;28/07/2029;5;2(B);B43;Medio;2;Fraude
PPL 214;6166789305;Pedro Adrian Paredes Morales;30;15;01/02/2015;01/02/2030;6;2(B);B44;Medio;2;Evasion
PPL 215;2285662665;Roberto Diego Torres Sanchez;32;19;03/02/2011;03/02/2030;6;2(B);B45;Medio;2;Evasion
PPL 216;2069528215;Dario Pablo Romero Morales;40;28;29/05/2003;29/05/2031;7;2(B);B46;Medio;2;Evasion
PPL 217;7382454722;Dario Pablo Garcia Reyes;58;43;15/02/1986;15/02/2029;5;2(B);B47;Medio;2;Evasion
PPL 218;5281984091;Roberto Adrian Cevallos Sanchez;56;40;17/12/1988;17/12/2028;4;2(B);B48;Medio;2;Hurto
PPL 219;7310321152;Carlos Antonio Paredes Roman;48;30;05/03/1997;05/03/2027;3;2(B);B49;Medio;2;Robo
PPL 220;8250679460;Fabian Adrian Gonzales Hidalgo;60;45;17/03/1985;17/03/2030;6;2(B);B50;Medio;2;Fraude
PPL 221;9351422343;Victor Antonio Paredes Sanchez;31;17;20/10/2012;20/10/2029;5;2(B);B51;Medio;2;Hurto
PPL 222;8732327185;Victor Sergio Cevallos Sanchez;28;13;10/01/2017;10/01/2030;6;2(B);B52;Medio;2;Hurto
PPL 223;2612692026;Pedro Sergio Garcia Sanchez;49;26;30/11/2016;30/11/2042;18;2(B);B53;Medio;2;Evasion
PPL 224;2193277272;Roberto Sergio Gonzales Sanchez;57;38;05/02/1988;05/02/2026;2;2(B);B54;Medio;2;Hurto
PPL 225;1402315279;Roberto Adrian Guerrero Roman;63;47;14/07/1980;14/07/2027;3;2(B);B55;Medio;2;Hurto
PPL 226;7802572573;Victor Diego Romero Ramirez;62;46;06/05/1981;06/05/2027;3;2(B);B56;Medio;2;Fraude
PPL 227;8808019112;Mario Antonio Paredes Hidalgo;57;42;22/02/1988;22/02/2030;6;2(B);B57;Medio;2;Fraude
PPL 228;7737039841;Dario Angel Romero Ramirez;49;24;24/10/2004;24/10/2028;4;2(B);B58;Medio;2;Evasion
PPL 229;2807956551;Mario Diego Gonzales Morales;41;25;29/06/2003;29/06/2028;4;2(B);B59;Medio;2;Fraude
PPL 230;9378622113;Dario Angel Gonzales Hidalgo;56;40;05/10/1987;05/10/2027;3;2(B);B60;Medio;2;Robo
PPL 231;3338425835;Dario Adrian Torres Sanchez;47;14;25/07/2019;25/07/2033;9;2(B);B61;Medio;2;Evasion
PPL 232;6519711688;Michael Cesar Paredes Sanchez;34;17;24/03/2009;24/03/2026;2;2(B);B62;Medio;2;Fraude
PPL 233;7592191092;Michael Angel Romero Ramirez;61;45;22/01/1982;22/01/2027;3;2(B);B63;Medio;2;Hurto
PPL 234;4689280667;Roberto Diego Romero Rivera;49;32;12/02/1995;12/02/2027;3;2(B);B64;Medio;2;Fraude
PPL 235;1498471684;Fabian Antonio Paredes Espinosa;35;29;16/08/2011;16/08/2040;16;2(B);B65;Medio;2;Hurto
PPL 236;9495611385;Pedro Cesar Cuenca Hidalgo;57;42;26/06/1986;26/06/2028;4;2(B);B66;Medio;2;Evasion
PPL 237;7281395038;Roberto Sergio Perero Espinosa;47;31;21/09/1997;21/09/2028;4;2(B);B67;Medio;2;Fraude
PPL 238;9653545759;Victor Diego Paredes Rivera;44;9;10/03/2017;10/03/2026;2;2(B);B68;Medio;2;Robo
PPL 239;3110899230;Dario Sergio Perero Sanchez;64;45;11/07/1982;11/07/2027;3;2(B);B69;Medio;2;Fraude
PPL 240;4528969588;Dario Adrian Torres Reyes;50;37;22/03/1993;22/03/2030;6;2(B);B70;Medio;2;Hurto
PPL 241;1662886077;Pedro Pablo Guerrero Sanchez;43;29;03/02/2000;03/02/2029;5;2(B);B71;Medio;2;Hurto
PPL 242;2580423737;Roberto Julian Perero Sanchez;52;37;10/09/1993;10/09/2030;6;2(B);B72;Medio;2;Evasion
PPL 243;5079844411;Fabian Julian Perero Rivera;43;17;09/06/2012;09/06/2029;5;2(B);B73;Medio;2;Robo
PPL 244;3381836780;Michael Antonio Paredes Rivera;65;47;24/07/1980;24/07/2027;3;2(B);B74;Medio;2;Fraude
PPL 245;9693380259;Mario Diego Romero Sanchez;29;18;07/07/2016;07/07/2034;10;2(B);B75;Medio;2;Hurto
PPL 246;1685320420;Dario Cesar Romero Gomez;61;45;02/10/1983;02/10/2028;4;2(B);B76;Medio;2;Robo
PPL 247;2990927158;Michael Antonio Romero Rivera;53;37;13/11/1990;13/11/2027;3;2(B);B77;Medio;2;Fraude
PPL 248;8209133903;Roberto Antonio Perero Sanchez;57;41;29/05/1986;29/05/2027;3;2(B);B78;Medio;2;Robo
PPL 249;4851063202;Gonzalo Paulo Paredes Espinosa;50;22;02/09/2010;02/09/2032;8;2(B);B79;Medio;2;Hurto
PPL 250;4549811509;Fabian Antonio Romero Morales;29;20;24/11/2016;24/11/2036;12;2(B);B80;Medio;2;Robo
PPL 251;6287980739;Dario Sergio Perero Hidalgo;66;48;22/10/1980;22/10/2028;4;2(B);B81;Medio;2;Hurto
PPL 252;8252398996;Victor Pablo Garcia Reyes;40;24;28/08/2003;28/08/2027;3;2(B);B82;Medio;2;Evasion
PPL 253;7823866141;Carlos Cesar Paredes Sanchez;64;46;13/03/1981;13/03/2027;3;2(B);B83;Medio;2;Evasion
PPL 254;9466348245;Roberto Diego Paredes Sanchez;45;30;11/05/1998;11/05/2028;4;2(B);B84;Medio;2;Robo
PPL 255;3709762151;Dario Sergio Paredes Reyes;36;21;27/01/2008;27/01/2029;5;2(B);B85;Medio;2;Hurto
PPL 256;2543138192;Fabian Sergio Gonzales Gomez;52;38;09/05/1991;09/05/2029;5;2(B);B86;Medio;2;Evasion
PPL 257;4035299394;Dario Diego Gonzales Hidalgo;49;33;23/03/1996;23/03/2029;5;2(B);B87;Medio;2;Evasion
PPL 258;7482366420;Michael Sergio Paredes Morales;51;37;21/02/1992;21/02/2029;5;2(B);B88;Medio;2;Evasion
PPL 259;7135347994;Carlos Antonio Romero Espinosa;45;28;11/12/1998;11/12/2026;2;2(B);B89;Medio;2;Robo
PPL 260;1632261457;Fabian Sergio Guerrero Reyes;35;23;29/10/2023;29/10/2046;22;2(B);B90;Medio;2;Evasion
PPL 261;4498378752;Fabian Antonio Perero Sanchez;51;33;25/06/1993;25/06/2026;2;3(C);C1;Medio;2;Hurto
PPL 262;7406480475;Dario Pablo Cuenca Rivera;50;33;14/03/1995;14/03/2028;4;3(C);C2;Medio;2;Robo
PPL 263;6903111086;Carlos Cesar Cuenca Hidalgo;41;17;11/09/2009;11/09/2026;2;3(C);C3;Medio;2;Robo
PPL 264;8656612832;Victor Antonio Paredes Reyes;62;45;15/03/1981;15/03/2026;2;3(C);C4;Medio;2;Hurto
PPL 265;3097783028;Roberto Cesar Perero Hidalgo;62;46;12/02/1984;12/02/2030;6;3(C);C5;Medio;2;Evasion
PPL 266;5116725338;Mario Adrian Cuenca Gomez;31;16;31/07/2012;31/07/2028;4;3(C);C6;Medio;2;Evasion
PPL 267;7297828317;Victor Pablo Garcia Gomez;35;30;02/07/2009;02/07/2039;15;3(C);C7;Medio;2;Fraude
PPL 268;9349173145;Victor Pablo Perero Hidalgo;50;37;11/03/1993;11/03/2030;6;3(C);C8;Medio;2;Fraude
PPL 269;9129042085;Victor Julian Torres Hidalgo;55;39;24/03/1988;24/03/2027;3;3(C);C9;Medio;2;Evasion
PPL 270;8990662898;Fabian Adrian Gonzales Espinosa;29;13;14/01/2014;14/01/2027;3;3(C);C10;Medio;2;Evasion
PPL 271;6807440248;Pedro Cesar Cevallos Sanchez;60;44;19/07/1983;19/07/2027;3;3(C);C11;Medio;2;Fraude
PPL 272;2839269188;Michael Paulo Paredes Espinosa;51;32;11/07/1994;11/07/2026;2;3(C);C12;Medio;2;Fraude
PPL 273;2804249570;Victor Angel Paredes Sanchez;52;35;13/06/1991;13/06/2026;2;3(C);C13;Medio;2;Hurto
PPL 274;1259930103;Mario Cesar Paredes Ramirez;49;30;27/08/2005;27/08/2035;11;3(C);C14;Medio;2;Fraude
PPL 275;6246497601;Dario Sergio Torres Reyes;51;37;18/05/1992;18/05/2029;5;3(C);C15;Medio;2;Robo
PPL 276;8240342077;Mario Julian Cevallos Espinosa;60;43;16/03/1983;16/03/2026;2;3(C);C16;Medio;2;Hurto
PPL 277;6068384306;Fabian Sergio Paredes Gomez;36;12;30/10/2015;30/10/2027;3;3(C);C17;Medio;2;Evasion
PPL 278;5676661941;Mario Paulo Perero Reyes;35;18;08/03/2008;08/03/2026;2;3(C);C18;Medio;2;Robo
PPL 279;3953970098;Michael Adrian Garcia Roman;46;30;19/12/2000;19/12/2030;6;3(C);C19;Medio;2;Evasion
PPL 280;2288664765;Carlos Adrian Cuenca Morales;42;24;19/11/2002;19/11/2026;2;3(C);C20;Medio;2;Robo
PPL 281;3806819197;Roberto Angel Cuenca Ramirez;41;19;10/01/2015;10/01/2034;10;3(C);C21;Medio;2;Hurto
PPL 282;1636830131;Michael Pablo Paredes Sanchez;47;33;16/09/1996;16/09/2029;5;3(C);C22;Medio;2;Evasion
PPL 283;2598768158;Mario Paulo Perero Hidalgo;60;42;01/07/1984;01/07/2026;2;3(C);C23;Medio;2;Evasion
PPL 284;6846524219;Mario Julian Gonzales Ramirez;43;28;01/11/2001;01/11/2029;5;3(C);C24;Medio;2;Fraude
PPL 285;2397998210;Carlos Pablo Romero Roman;36;29;14/09/2024;14/09/2053;29;3(C);C25;Medio;2;Robo
PPL 286;3813556046;Dario Antonio Paredes Reyes;64;48;05/07/1982;05/07/2030;6;3(C);C26;Medio;2;Robo
PPL 287;9323757325;Carlos Diego Perero Espinosa;46;5;08/10/2020;08/10/2025;1;3(C);C27;Medio;2;Evasion
PPL 288;6727416241;Michael Adrian Gonzales Rivera;40;25;13/06/2004;13/06/2029;5;3(C);C28;Medio;2;Hurto
PPL 289;1234312151;Michael Adrian Torres Morales;44;27;06/02/2003;06/02/2030;6;3(C);C29;Medio;2;Robo
PPL 290;6902454033;Mario Sergio Romero Reyes;51;35;27/09/1992;27/09/2027;3;3(C);C30;Medio;2;Fraude
PPL 291;4205151116;Roberto Cesar Garcia Morales;27;22;09/03/2019;09/03/2041;17;3(C);C31;Medio;2;Fraude
PPL 292;2250741173;Mario Sergio Romero Reyes;36;29;29/10/2007;29/10/2036;12;3(C);C32;Medio;2;Evasion
PPL 293;6488742537;Victor Paulo Perero Roman;56;41;09/02/1988;09/02/2029;5;3(C);C33;Medio;2;Fraude
PPL 294;1903268101;Pedro Julian Torres Rivera;46;27;07/12/1999;07/12/2026;2;3(C);C34;Medio;2;Hurto
PPL 295;7429837919;Gonzalo Diego Torres Sanchez;34;18;26/07/2009;26/07/2027;3;3(C);C35;Medio;2;Robo
PPL 296;7631353887;Carlos Paulo Paredes Roman;35;18;23/04/2010;23/04/2028;4;3(C);C36;Medio;2;Hurto
PPL 297;2408216579;Michael Sergio Cevallos Roman;65;48;15/11/1981;15/11/2029;5;3(C);C37;Medio;2;Hurto
PPL 298;2309633908;Roberto Julian Paredes Hidalgo;55;37;14/10/1990;14/10/2027;3;3(C);C38;Medio;2;Evasion
PPL 299;8423881541;Victor Paulo Cevallos Espinosa;64;50;14/10/1980;14/10/2030;6;3(C);C39;Medio;2;Hurto
PPL 300;6781692502;Mario Angel Cuenca Reyes;39;27;30/07/2007;30/07/2034;10;3(C);C40;Medio;2;Robo
PPL 301;4905438114;Dario Julian Romero Sanchez;35;19;30/04/2008;30/04/2027;3;3(C);C41;Medio;2;Fraude
PPL 302;2811453253;Carlos Sergio Guerrero Rivera;54;36;03/10/1992;03/10/2028;4;3(C);C42;Medio;2;Evasion
PPL 303;8973366421;Michael Julian Cevallos Rivera;56;42;07/09/1987;07/09/2029;5;3(C);C43;Medio;2;Evasion
PPL 304;6502752540;Fabian Julian Paredes Espinosa;35;23;12/08/2008;12/08/2031;7;3(C);C44;Medio;2;Robo
PPL 305;9114244019;Mario Cesar Romero Rivera;49;33;02/01/1996;02/01/2029;5;3(C);C45;Medio;2;Hurto
PPL 306;2599738253;Carlos Sergio Romero Reyes;40;27;21/04/2009;21/04/2036;12;3(C);C46;Medio;2;Robo
PPL 307;2140622656;Roberto Paulo Perero Morales;36;26;28/10/2017;28/10/2043;19;3(C);C47;Medio;2;Hurto
PPL 308;4922747327;Dario Adrian Garcia Ramirez;29;15;28/04/2017;28/04/2032;8;3(C);C48;Medio;2;Evasion
PPL 309;5234033528;Pedro Paulo Gonzales Sanchez;41;11;28/12/2018;28/12/2029;5;3(C);C49;Medio;2;Fraude
PPL 310;2362637672;Fabian Cesar Romero Sanchez;53;34;17/04/1992;17/04/2026;2;3(C);C50;Medio;2;Hurto
PPL 311;8363596387;Dario Cesar Cevallos Hidalgo;45;29;21/12/1998;21/12/2027;3;3(C);C51;Medio;2;Robo
PPL 312;1644065400;Mario Antonio Guerrero Ramirez;61;44;24/07/1984;24/07/2028;4;3(C);C52;Medio;2;Robo
PPL 313;4978747262;Pedro Diego Cuenca Hidalgo;34;30;23/08/2011;23/08/2041;17;3(C);C53;Medio;2;Fraude
PPL 314;3447857533;Gonzalo Paulo Gonzales Sanchez;40;27;11/04/2003;11/04/2030;6;3(C);C54;Medio;2;Evasion
PPL 315;4059964535;Dario Angel Cuenca Rivera;63;48;27/05/1982;27/05/2030;6;3(C);C55;Medio;2;Fraude
PPL 316;7116290967;Carlos Antonio Cuenca Gomez;46;33;23/12/1997;23/12/2030;6;3(C);C56;Medio;2;Robo
PPL 317;5173476543;Roberto Antonio Guerrero Hidalgo;62;43;05/12/1984;05/12/2027;3;3(C);C57;Medio;2;Hurto
PPL 318;3873712703;Dario Diego Garcia Espinosa;50;25;23/06/2004;23/06/2029;5;3(C);C58;Medio;2;Robo
PPL 319;3782727335;Gonzalo Pablo Torres Morales;40;23;09/08/2004;09/08/2027;3;3(C);C59;Medio;2;Hurto
PPL 320;1996273959;Roberto Antonio Guerrero Sanchez;34;17;22/03/2009;22/03/2026;2;3(C);C60;Medio;2;Hurto
PPL 321;6514015952;Carlos Julian Torres Gomez;50;34;24/09/1994;24/09/2028;4;3(C);C61;Medio;2;Fraude
PPL 322;6150818177;Fabian Angel Paredes Roman;65;48;02/09/1981;02/09/2029;5;3(C);C62;Medio;2;Evasion
PPL 323;9607860259;Roberto Sergio Garcia Rivera;46;22;09/07/2004;09/07/2026;2;3(C);C63;Medio;2;Hurto
PPL 324;6742959737;Fabian Diego Cuenca Hidalgo;36;17;30/08/2012;30/08/2029;5;3(C);C64;Medio;2;Evasion
PPL 325;9528464956;Dario Julian Romero Rivera;41;23;02/09/2023;02/09/2046;22;3(C);C65;Medio;2;Robo
PPL 326;9071479962;Carlos Pablo Cevallos Hidalgo;49;19;26/07/2011;26/07/2030;6;3(C);C66;Medio;2;Evasion
PPL 327;3206853320;Pedro Adrian Perero Roman;49;30;09/05/1997;09/05/2027;3;3(C);C67;Medio;2;Hurto
PPL 328;9477790255;Carlos Pablo Torres Reyes;33;23;15/04/2013;15/04/2036;12;3(C);C68;Medio;2;Robo
PPL 329;2135124683;Roberto Pablo Paredes Ramirez;52;37;01/12/1993;01/12/2030;6;3(C);C69;Medio;2;Robo
PPL 330;2931070042;Roberto Pablo Gonzales Sanchez;51;37;05/10/1992;05/10/2029;5;3(C);C70;Medio;2;Fraude
PPL 331;5135587254;Carlos Antonio Cevallos Hidalgo;54;40;05/12/1989;05/12/2029;5;3(C);C71;Medio;2;Fraude
PPL 332;6966051601;Dario Sergio Perero Espinosa;57;38;29/11/1988;29/11/2026;2;3(C);C72;Medio;2;Robo
PPL 333;9508613076;Roberto Adrian Gonzales Espinosa;31;15;29/01/2013;29/01/2028;4;3(C);C73;Medio;2;Fraude
PPL 334;7919181516;Carlos Antonio Guerrero Ramirez;39;22;18/04/2006;18/04/2028;4;3(C);C74;Medio;2;Fraude
PPL 335;2868196765;Mario Pablo Torres Espinosa;37;28;30/09/2006;30/09/2034;10;3(C);C75;Medio;2;Robo
PPL 336;1357725764;Fabian Angel Garcia Rivera;59;45;03/02/1985;03/02/2030;6;3(C);C76;Medio;2;Hurto
PPL 337;8906798414;Carlos Diego Paredes Sanchez;54;40;08/10/1990;08/10/2030;6;3(C);C77;Medio;2;Evasion
PPL 338;8452421079;Roberto Antonio Cuenca Rivera;41;26;28/08/2003;28/08/2029;5;3(C);C78;Medio;2;Hurto
PPL 339;1869026305;Pedro Cesar Paredes Morales;47;31;17/09/1998;17/09/2029;5;3(C);C79;Medio;2;Hurto
PPL 340;4811915088;Fabian Antonio Guerrero Espinosa;60;44;01/08/1986;01/08/2030;6;3(C);C80;Medio;2;Robo
PPL 341;9928467963;Victor Adrian Perero Roman;52;39;30/06/1991;30/06/2030;6;3(C);C81;Medio;2;Fraude
PPL 342;7897821626;Victor Pablo Perero Reyes;58;42;06/04/1988;06/04/2030;6;3(C);C82;Medio;2;Robo
PPL 343;5735684534;Mario Antonio Torres Sanchez;54;38;06/11/1991;06/11/2029;5;3(C);C83;Medio;2;Hurto
PPL 344;7272392817;Pedro Antonio Paredes Sanchez;42;25;05/08/2003;05/08/2028;4;3(C);C84;Medio;2;Hurto
PPL 345;8251730378;Pedro Angel Perero Sanchez;44;27;27/02/2017;27/02/2044;20;3(C);C85;Medio;2;Evasion
PPL 346;6901636596;Pedro Pablo Guerrero Reyes;63;48;13/12/1980;13/12/2028;4;3(C);C86;Medio;2;Robo
PPL 347;4006295440;Mario Antonio Torres Morales;45;14;16/06/2013;16/06/2027;3;3(C);C87;Medio;2;Evasion
PPL 348;9074073447;Roberto Cesar Perero Hidalgo;49;23;31/03/2006;31/03/2029;5;3(C);C88;Medio;2;Fraude
PPL 349;9702050168;Roberto Diego Perero Ramirez;34;11;01/04/2021;01/04/2032;8;3(C);C89;Medio;2;Hurto
PPL 350;8135163667;Dario Antonio Cuenca Sanchez;46;23;07/06/2007;07/06/2030;6;3(C);C90;Medio;2;Fraude
PPL 351;3426530070;Victor Adrian Torres Hidalgo;21;30;25/04/2022;25/04/2052;28;3(C);C1;Medio;2;Evasion
PPL 352;6071571644;Dario Antonio Guerrero Morales;47;29;10/01/1998;10/01/2027;3;3(C);C2;Medio;2;Hurto
PPL 353;8399698547;Michael Angel Cuenca Sanchez;33;9;24/05/2018;24/05/2027;3;3(C);C3;Medio;2;Evasion
PPL 354;8351835205;Mario Angel Cuenca Morales;57;40;12/12/1986;12/12/2026;2;3(C);C4;Medio;2;Robo
PPL 355;5569241080;Victor Sergio Cevallos Roman;52;35;04/06/1991;04/06/2026;2;3(C);C5;Medio;2;Hurto
PPL 356;6443597373;Carlos Antonio Gonzales Ramirez;48;31;08/07/1995;08/07/2026;2;3(C);C6;Medio;2;Fraude
PPL 357;3209695749;Mario Pablo Perero Sanchez;48;32;22/05/1998;22/05/2030;6;3(C);C7;Medio;2;Fraude
PPL 358;3978657185;Roberto Antonio Paredes Morales;40;23;22/06/2003;22/06/2026;2;3(C);C8;Medio;2;Robo
PPL 359;7146556763;Mario Cesar Garcia Espinosa;41;25;13/12/2022;13/12/2047;23;3(C);C9;Medio;2;Robo
PPL 360;7410510953;Gonzalo Sergio Paredes Hidalgo;49;23;24/10/2003;24/10/2026;2;3(C);C10;Medio;2;Fraude
PPL 361;3817722641;Roberto Adrian Paredes Reyes;36;16;25/04/2009;25/04/2025;1;3(C);C11;Medio;2;Robo
PPL 362;2672579064;Mario Antonio Garcia Morales;49;17;26/10/2009;26/10/2026;2;3(C);C12;Medio;2;Fraude
PPL 363;2496994982;Roberto Adrian Paredes Reyes;45;29;11/12/2001;11/12/2030;6;3(C);C13;Medio;2;Fraude
PPL 364;6514512971;Victor Paulo Torres Hidalgo;49;35;05/10/1995;05/10/2030;6;3(C);C14;Medio;2;Fraude
PPL 365;7040511886;Fabian Pablo Perero Morales;25;10;07/12/2024;07/12/2034;10;3(C);C15;Medio;2;Fraude
PPL 366;8499381766;Pedro Diego Torres Sanchez;63;47;06/12/1983;06/12/2030;6;3(C);C16;Medio;2;Evasion
PPL 367;6019647177;Michael Angel Cevallos Roman;47;31;10/03/1997;10/03/2028;4;3(C);C17;Medio;2;Fraude
PPL 368;7233864450;Pedro Paulo Cuenca Sanchez;66;48;08/08/1980;08/08/2028;4;3(C);C18;Medio;2;Hurto
PPL 369;7320181123;Carlos Pablo Garcia Espinosa;61;47;05/06/1982;05/06/2029;5;3(C);C19;Medio;2;Fraude
PPL 370;4701191518;Carlos Sergio Romero Roman;36;9;21/06/2023;21/06/2032;8;3(C);C20;Medio;2;Robo
PPL 371;6461447834;Roberto Pablo Paredes Gomez;40;25;29/11/2004;29/11/2029;5;3(C);C21;Medio;2;Evasion
PPL 372;7984979107;Michael Cesar Cevallos Reyes;57;42;11/02/1986;11/02/2028;4;3(C);C22;Medio;2;Evasion
PPL 373;8494794177;Victor Cesar Perero Ramirez;39;22;19/12/2005;19/12/2027;3;3(C);C23;Medio;2;Evasion
PPL 374;5326270530;Carlos Paulo Romero Espinosa;49;24;06/05/2004;06/05/2028;4;3(C);C24;Medio;2;Robo
PPL 375;1477344422;Roberto Cesar Perero Rivera;41;27;20/01/2002;20/01/2029;5;3(C);C25;Medio;2;Hurto
PPL 376;1860448951;Roberto Paulo Torres Sanchez;28;22;30/12/2015;30/12/2037;13;3(C);C26;Medio;2;Hurto
PPL 377;6190318231;Fabian Antonio Cuenca Morales;45;29;16/12/2000;16/12/2029;5;3(C);C27;Medio;2;Evasion
PPL 378;5969628418;Gonzalo Diego Gonzales Rivera;61;47;01/01/1983;01/01/2030;6;3(C);C28;Medio;2;Evasion
PPL 379;1843988646;Fabian Paulo Garcia Hidalgo;33;16;31/06/2012;31/06/2028;4;3(C);C29;Medio;2;Hurto
PPL 380;7691497962;Pedro Antonio Cuenca Morales;36;14;27/02/2011;27/02/2025;1;3(C);C30;Medio;2;Hurto
PPL 381;2532126804;Mario Pablo Garcia Reyes;52;36;25/07/1991;25/07/2027;3;3(C);C31;Medio;2;Fraude
PPL 382;8513690028;Mario Antonio Garcia Ramirez;38;23;17/03/2017;17/03/2040;16;3(C);C32;Medio;2;Fraude
PPL 383;5079299185;Fabian Adrian Romero Sanchez;47;28;18/01/2000;18/01/2028;4;3(C);C33;Medio;2;Robo
PPL 384;2104330579;Roberto Antonio Cevallos Ramirez;46;29;07/01/1997;07/01/2026;2;3(C);C34;Medio;2;Fraude
PPL 385;9003020892;Michael Adrian Torres Rivera;56;42;04/08/1988;04/08/2030;6;3(C);C35;Medio;2;Robo
PPL 386;8684997661;Mario Julian Garcia Gomez;43;25;24/07/2000;24/07/2025;1;3(C);C36;Medio;2;Robo
PPL 387;3546431090;Carlos Sergio Cevallos Rivera;52;35;30/04/1994;30/04/2029;5;3(C);C37;Medio;2;Robo
PPL 388;2921236599;Dario Adrian Gonzales Roman;54;34;23/12/1992;23/12/2026;2;3(C);C38;Medio;2;Fraude
PPL 389;4543155320;Victor Cesar Gonzales Roman;25;11;26/11/2019;26/11/2030;6;3(C);C39;Medio;2;Robo
PPL 390;8688760176;Fabian Sergio Cevallos Gomez;60;44;01/09/1983;01/09/2027;3;3(C);C40;Medio;2;Fraude
PPL 391;4269357982;Victor Julian Cuenca Reyes;51;37;29/12/1992;29/12/2029;5;3(C);C41;Medio;2;Fraude
PPL 392;6884191943;Roberto Sergio Romero Gomez;28;12;21/01/2017;21/01/2029;5;3(C);C42;Medio;2;Evasion
PPL 393;7447326286;Carlos Cesar Romero Ramirez;37;20;16/10/2006;16/10/2026;2;3(C);C43;Medio;2;Fraude
PPL 394;2303280875;Pedro Paulo Paredes Sanchez;45;13;14/03/2021;14/03/2034;10;3(C);C44;Medio;2;Hurto
PPL 395;3900735339;Mario Adrian Cuenca Sanchez;63;46;02/01/1983;02/01/2029;5;3(C);C45;Medio;2;Fraude
PPL 396;9527632240;Michael Angel Cevallos Roman;24;28;02/05/2023;02/05/2051;27;3(C);C46;Medio;2;Robo
PPL 397;7402462088;Pedro Antonio Cevallos Rivera;48;19;06/09/2013;06/09/2032;8;3(C);C47;Medio;2;Fraude
PPL 398;8210640486;Victor Antonio Gonzales Rivera;41;14;31/06/2015;31/06/2029;5;3(C);C48;Medio;2;Fraude
PPL 399;8696858508;Mario Pablo Garcia Reyes;46;22;26/12/2006;26/12/2028;4;3(C);C49;Medio;2;Robo
PPL 400;3899046174;Dario Sergio Cevallos Gomez;31;18;20/03/2012;20/03/2030;6;3(C);C50;Medio;2;Fraude
PPL 401;1820518069;Dario Diego Torres Sanchez;51;33;06/09/1993;06/09/2026;2;3(C);C51;Medio;2;Hurto
PPL 402;4338954853;Roberto Antonio Guerrero Morales;44;15;20/09/2018;20/09/2033;9;3(C);C52;Medio;2;Fraude
PPL 403;2394677263;Dario Antonio Romero Morales;37;8;30/05/2019;30/05/2027;3;3(C);C53;Medio;2;Hurto
PPL 404;1241496629;Carlos Angel Cevallos Sanchez;51;37;14/02/1993;14/02/2030;6;3(C);C54;Medio;2;Hurto
PPL 405;4446113325;Fabian Diego Torres Reyes;42;14;02/11/2013;02/11/2027;3;3(C);C55;Medio;2;Hurto
PPL 406;5682446437;Roberto Diego Garcia Gomez;41;26;11/01/2021;11/01/2047;23;3(C);C56;Medio;2;Evasion
PPL 407;1401465176;Roberto Antonio Romero Rivera;35;22;17/06/2008;17/06/2030;6;3(C);C57;Medio;2;Evasion
PPL 408;1875043880;Roberto Adrian Torres Morales;29;23;24/02/2015;24/02/2038;14;3(C);C58;Medio;2;Hurto
PPL 409;4593794873;Gonzalo Cesar Cevallos Roman;41;28;31/08/2002;31/08/2030;6;3(C);C59;Medio;2;Evasion
PPL 410;7725834933;Victor Antonio Romero Espinosa;46;33;20/04/1997;20/04/2030;6;3(C);C60;Medio;2;Robo
PPL 411;5585612097;Victor Adrian Cevallos Reyes;35;22;13/10/2008;13/10/2030;6;3(C);C61;Medio;2;Hurto
PPL 412;8947815016;Dario Diego Gonzales Sanchez;46;9;06/07/2019;06/07/2028;4;3(C);C62;Medio;2;Fraude
PPL 413;1783720733;Gonzalo Julian Cuenca Hidalgo;40;23;26/04/2006;26/04/2029;5;3(C);C63;Medio;2;Evasion
PPL 414;6402471736;Roberto Antonio Gonzales Sanchez;37;21;09/09/2009;09/09/2030;6;3(C);C64;Medio;2;Hurto
PPL 415;6603621656;Roberto Antonio Garcia Sanchez;28;12;17/03/2022;17/03/2034;10;3(C);C65;Medio;2;Fraude
PPL 416;8785445743;Fabian Antonio Cuenca Rivera;58;41;26/11/1985;26/11/2026;2;3(C);C66;Medio;2;Evasion
PPL 417;8535785839;Victor Cesar Perero Roman;21;11;16/01/2022;16/01/2033;9;3(C);C67;Medio;2;Evasion
PPL 418;1423527001;Victor Antonio Perero Espinosa;47;27;18/03/2004;18/03/2031;7;3(C);C68;Medio;2;Hurto
